Line,Speaker,Text,Date,Party,Location,URL
"342","Cruz","you know john adam famous said fact are are stubborn thing the fact are are veri veri simpl when that battl wa wage my friend senat rubio chose to stand with barack obama and harri reid and chuck schumer and support amnesti and I stood alongsid jeff session and steve king and we led the fight against amnesti and if you want to know who s tell the truth you should look and ask peopl like jeff session and steve king and rush limbaugh and mark levin all of whom say as jeff session said respond to these fals attack just recent in alabama -- he said if it wasn t for ted cruz the gang of eight rubio schumer bill would have pass but becaus ted stood up and help lead the effort million rose up to kill it","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"346","Rubio","yeah but let me respond","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"348","Rubio","no I understand but let me respond I wa mention on thi -- in thi answer and so I m go to respond thi way thi is the lie that ted s campaign is built on and rand touch upon it -- that he s the most conserv guy and everyon els is a -- you know everyon els is a rhino the truth is ted throughout thi campaign you ve been will to say or do anyth in order to get vote ted you work for georg W bush s campaign","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"350","Rubio","you -- you -- you help design georg W bush s -- you help design georg W bush s immigr polici and then when you got to the senat you did an interview with cb new -- I wasn t even part of the video -- where you said on the issu of peopl that are here illeg we can reach a compromis and then in the committe you said I want to bring peopl out of the shadow","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"352","Rubio","now you want to trump trump on immigr but you can t -- we re not gonna beat hillari clinton with someon who s will to say or do anyth to win an elect","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"355","Cruz","you know I like marco He s veri charm He s veri smooth but the fact are simpl when he ran for elect in the state of florida he told the peopl of florida if you elect me I will lead the fight against amnesti when I ran in texa I told the peopl of texa if you elect me I will lead the fight against amnesti We both made the ident promis but when we came to washington we made a differ choic marco made the choic to go the direct of the major donor -- to support amnesti becaus he thought it wa polit advantag","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"357","Cruz","I honor my commit and as presid I will honor everi commit that I make to the men and women of thi countri","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"360","Christie","megyn","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"362","Christie","I want to ask the peopl of the audienc like I m stand here I -- I watch the video of senat cruz I watch the video of senat rubio I heard what they said and thi is whi you need to send someon from outsid of washington to washington","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"364","Christie","I feel like","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"366","Christie","I feel like I need -- I feel like I need a washington to english dictionari convert right","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"368","Christie","I mean I heard what they both said I saw it on the video and the fact is thi is what make a differ when you re a governor you can chang your mind ted can chang hi mind marco can chang hi mind It s perfectli legal in thi countri to chang your mind but when you re a governor you have to admit it you can t hide behind parliamentari trick that s the differ and that s the kind of leader we need in the white hous stop the washington bull and let s get thing done","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"373","Carson","Oh great","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"375","Carson","As I said befor we are a land of immigr but we have to be intellig about the way that we form our immigr polici and that s one of the reason that I have call on us to declar war on the islam state becaus we need to reorient our immigr polici and our visa polici for peopl who are come into thi countri becaus there are mani peopl out there who want to destroy us now I recogn that the vast major of peopl come in here probabl are not those kind of peopl but that s not good enough If you ve got 10 peopl come to your hous and you know one of them is a terrorist you re probabl go to keep them all out you know we probabl have to figur out a way to make sure that we keep america safe","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"377","Bush","can I -- can I -- I just","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"379","Bush","that beauti young woman who s an entrepreneur who serv in the militari first of all is deserv of our respect for servic in the militari and the fact that she s an entrepreneur","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"381","Bush","and we should be a welcom nation our ident is not base on race or ethnic it s base on a set of share valu that s american citizenship and dulc candi -- a pretti cool name actual -- that is now an entrepreneur over youtub is part of that american spirit and we should celebr it as conserv that s what we believ in you can -- you can deal with the threat of terror and also recogn that thi countri should be aspir across the board","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"382","Rubio","and I think that s the fals choic","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"384","Rubio","that s the -- that s the fals choic in thi whole debat about immigr Of cours we re go to be a nation of immigr By the way no nation on earth is more gener than america is everi singl year close to a million peopl emigr to the unit state legal there s no nation on earth that come close to that number I think the onli argument is are we a sovereign countri are we not allow to choos who come in when they come in and how they come in and that s not what s happen now","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"387","Rubio","I think the other problem is we have a legal immigr system that s outdat it s primarili base on whether you have famili member live here In the 21st centuri it ha to be more of a merit-bas system and that is whi our legal immigr system is in need of modern and we will alway celebr legal immigr like dulc s great stori","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"393","Cruz","well chri you are exactli right that I am not the candid of career politician in washington","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"395","Cruz","and I ll tell you the endors that I am proud of are the over 200 000 volunt across thi countri who have sign up to volunt for our campaign the endors that I am proud of are lead conserv like iowa s own congressman steve king who is a nation co-chairman of my campaign the endors that I m proud of are conserv leader like Dr jame dobson and over 700 000 contribut nationwid peopl go to our web site tedcruz org thi is a grassroot campaign and you know when I ran for senat in texa I told the peopl of texa that I m not go there to go along to get along washington is broken and the peopl I have been account to everi singl day in the senat are the 27 million texan who I repres and I made a promis to them that I make to you today which is if I am elect everi singl day I will do two thing tell the truth and do what I said I would do","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
